drug_a	drug_b	cell_line	score	fold
VINBLASTINE	ABT-888	SKMEL30	-16.1673517952	3
VINBLASTINE	ABT-888	SKMES1	-0.4856743711	3
VINBLASTINE	ABT-888	SKOV3	-5.2108696741000005	3
VINBLASTINE	ABT-888	SW620	-5.7127965819	3
VINBLASTINE	ABT-888	SW837	-30.4198703987	3
VINBLASTINE	ABT-888	T47D	-19.723448304	3
VINBLASTINE	ABT-888	UACC62	-28.217800991500003	3
VINBLASTINE	ABT-888	UWB1289BRCA1	-34.8076557091	3
VINBLASTINE	ABT-888	UWB1289	-34.0817170942	3
VINBLASTINE	ABT-888	VCAP	-14.558314328	3
VINBLASTINE	ABT-888	ZR751	-50.8400055921	3
VINBLASTINE	AZD1775	A2058	6.7919350747000005	1
VINBLASTINE	AZD1775	A2780	1.4218371313999998	1
VINBLASTINE	AZD1775	A375	-5.4921152172	1
VINBLASTINE	AZD1775	A427	-13.2869012653	1
VINBLASTINE	AZD1775	CAOV3	-7.4481895909	1
VINBLASTINE	AZD1775	COLO320DM	3.478695145	1
VINBLASTINE	AZD1775	DLD1	0.6556070674	1
VINBLASTINE	AZD1775	EFM192B	-10.0696423484	1
VINBLASTINE	AZD1775	ES2	21.0773350698	1
VINBLASTINE	AZD1775	HCT116	2.7153165357	1
VINBLASTINE	AZD1775	HT144	11.8261906101	1
VINBLASTINE	AZD1775	HT29	-6.5383442680999995	1
VINBLASTINE	AZD1775	KPL1	11.1854223421	1
VINBLASTINE	AZD1775	LNCAP	-4.077703147	1
VINBLASTINE	AZD1775	LOVO	-0.715024317	1
VINBLASTINE	AZD1775	MDAMB436	0.11788901939999999	1
VINBLASTINE	AZD1775	MSTO	-16.1733009693	1
VINBLASTINE	AZD1775	NCIH1650	11.355768821400002	1
VINBLASTINE	AZD1775	NCIH2122	-23.035048987600003	1
VINBLASTINE	AZD1775	NCIH23	-20.9326317623	1
VINBLASTINE	AZD1775	NCIH460	-9.2145634031	1
VINBLASTINE	AZD1775	NCIH520	9.7796760093	1
VINBLASTINE	AZD1775	OCUBM	22.2030878042	1
VINBLASTINE	AZD1775	OV90	-16.2832313519	1
VINBLASTINE	AZD1775	OVCAR3	-0.4217919539	1
VINBLASTINE	AZD1775	PA1	-2.2385519738	1
VINBLASTINE	AZD1775	RKO	8.3750345275	1
VINBLASTINE	AZD1775	RPMI7951	-6.4593966723000005	1
VINBLASTINE	AZD1775	SKMEL30	-19.4524335994	1
VINBLASTINE	AZD1775	SKMES1	-11.096686949	1
VINBLASTINE	AZD1775	SKOV3	25.801824736300002	1
VINBLASTINE	AZD1775	SW620	20.371523768699998	1
VINBLASTINE	AZD1775	SW837	-2.7023294041000003	1
VINBLASTINE	AZD1775	T47D	-23.228526774099997	1
VINBLASTINE	AZD1775	UACC62	16.563108355	1
VINBLASTINE	AZD1775	UWB1289BRCA1	6.3898959139	1
VINBLASTINE	AZD1775	UWB1289	84.8454179644	1
VINBLASTINE	AZD1775	VCAP	-10.554495776900001	1
VINBLASTINE	AZD1775	ZR751	-4.5311920558	1
VINBLASTINE	BEZ-235	A2058	15.8366268093	2
VINBLASTINE	BEZ-235	A2780	14.783235676099999	2
VINBLASTINE	BEZ-235	A375	33.6377216266	2
VINBLASTINE	BEZ-235	A427	12.2933601072	2
VINBLASTINE	BEZ-235	CAOV3	-7.613486858200001	2
VINBLASTINE	BEZ-235	COLO320DM	25.968214011599997	2
VINBLASTINE	BEZ-235	DLD1	19.941754150799998	2
VINBLASTINE	BEZ-235	EFM192B	13.9436108289	2
VINBLASTINE	BEZ-235	ES2	54.7978376585	2
VINBLASTINE	BEZ-235	HCT116	22.0134170143	2
VINBLASTINE	BEZ-235	HT144	37.5975152533	2
VINBLASTINE	BEZ-235	HT29	12.4623163766	2
VINBLASTINE	BEZ-235	KPL1	24.200086458	2
VINBLASTINE	BEZ-235	LNCAP	11.9292719471	2
VINBLASTINE	BEZ-235	LOVO	21.0627853759	2
VINBLASTINE	BEZ-235	MDAMB436	15.661849803299999	2
VINBLASTINE	BEZ-235	MSTO	-15.4043387495	2
VINBLASTINE	BEZ-235	NCIH1650	22.7832847001	2
VINBLASTINE	BEZ-235	NCIH2122	-21.717347556	2
VINBLASTINE	BEZ-235	NCIH23	-2.3786676411000003	2
VINBLASTINE	BEZ-235	NCIH460	22.5255292389	2
VINBLASTINE	BEZ-235	NCIH520	14.0995353003	2
VINBLASTINE	BEZ-235	OCUBM	23.944162902	2
VINBLASTINE	BEZ-235	OV90	22.6870722754	2
VINBLASTINE	BEZ-235	OVCAR3	11.4148801022	2
VINBLASTINE	BEZ-235	PA1	3.6051794467000002	2
VINBLASTINE	BEZ-235	RKO	25.6578617328	2
VINBLASTINE	BEZ-235	RPMI7951	3.1927953520999997	2
VINBLASTINE	BEZ-235	SKMEL30	19.434007581	2
VINBLASTINE	BEZ-235	SKMES1	17.4061665139	2
VINBLASTINE	BEZ-235	SKOV3	27.8394566613	2
VINBLASTINE	BEZ-235	SW620	48.624279143	2
VINBLASTINE	BEZ-235	SW837	25.06499142	2
VINBLASTINE	BEZ-235	T47D	54.5042525863	2
VINBLASTINE	BEZ-235	UACC62	23.3508487839	2
VINBLASTINE	BEZ-235	UWB1289BRCA1	23.7369044086	2
VINBLASTINE	BEZ-235	UWB1289	2.0420665549	2
VINBLASTINE	BEZ-235	VCAP	19.259464376500002	2
VINBLASTINE	BEZ-235	ZR751	19.8615625318	2
VINBLASTINE	BORTEZOMIB	A2058	-10.5541916499	1
VINBLASTINE	BORTEZOMIB	A2780	-37.133345431	1
VINBLASTINE	BORTEZOMIB	A375	-10.8968315003	1
VINBLASTINE	BORTEZOMIB	A427	-12.911504515699999	1
VINBLASTINE	BORTEZOMIB	CAOV3	-32.1067118407	1
VINBLASTINE	BORTEZOMIB	COLO320DM	-8.9946731403	1
VINBLASTINE	BORTEZOMIB	DLD1	9.7272420123	1
VINBLASTINE	BORTEZOMIB	EFM192B	-28.556736157399996	1
VINBLASTINE	BORTEZOMIB	ES2	16.9704289021	1
VINBLASTINE	BORTEZOMIB	HCT116	-13.9822226375	1
VINBLASTINE	BORTEZOMIB	HT144	-17.8595774181	1
VINBLASTINE	BORTEZOMIB	HT29	-27.192403852800002	1
VINBLASTINE	BORTEZOMIB	KPL1	9.000147712	1
VINBLASTINE	BORTEZOMIB	LNCAP	-199.2579702771	1
VINBLASTINE	BORTEZOMIB	LOVO	4.5119797095	1
VINBLASTINE	BORTEZOMIB	MDAMB436	-11.2533284655	1
VINBLASTINE	BORTEZOMIB	MSTO	-24.782736876799998	1
VINBLASTINE	BORTEZOMIB	NCIH1650	-40.0962351374	1
VINBLASTINE	BORTEZOMIB	NCIH2122	-38.162151996300004	1
VINBLASTINE	BORTEZOMIB	NCIH23	-30.3307049469	1
VINBLASTINE	BORTEZOMIB	NCIH460	-38.9767172902	1
VINBLASTINE	BORTEZOMIB	NCIH520	-35.640425276100004	1
VINBLASTINE	BORTEZOMIB	OCUBM	7.4013223917	1
VINBLASTINE	BORTEZOMIB	OV90	-17.5303364252	1
VINBLASTINE	BORTEZOMIB	OVCAR3	-20.3163741698	1
VINBLASTINE	BORTEZOMIB	PA1	-30.2147981533	1
VINBLASTINE	BORTEZOMIB	RKO	-10.5682144854	1
VINBLASTINE	BORTEZOMIB	RPMI7951	-21.525988318200003	1
VINBLASTINE	BORTEZOMIB	SKMEL30	-15.8997666458	1
VINBLASTINE	BORTEZOMIB	SKMES1	-34.124710008200005	1
VINBLASTINE	BORTEZOMIB	SKOV3	-1.7328849344	1
VINBLASTINE	BORTEZOMIB	SW620	15.1269177624	1
VINBLASTINE	BORTEZOMIB	SW837	-9.3017087799	1
VINBLASTINE	BORTEZOMIB	T47D	-32.2418356852	1
VINBLASTINE	BORTEZOMIB	UACC62	-29.450414909000003	1
VINBLASTINE	BORTEZOMIB	UWB1289BRCA1	-0.9849017895000001	1
VINBLASTINE	BORTEZOMIB	UWB1289	-27.014750419499997	1
VINBLASTINE	BORTEZOMIB	VCAP	-14.051612786500002	1
VINBLASTINE	BORTEZOMIB	ZR751	-32.2912577576	1
VINBLASTINE	DASATINIB	A2058	41.6650810957	0
VINBLASTINE	DASATINIB	A2780	39.1853637813	0
VINBLASTINE	DASATINIB	A375	-6.2272973281	0
VINBLASTINE	DASATINIB	A427	15.637836053	0
VINBLASTINE	DASATINIB	CAOV3	-6.8195384664	0
VINBLASTINE	DASATINIB	COLO320DM	-12.0561532223	0
VINBLASTINE	DASATINIB	DLD1	19.089491882	0
VINBLASTINE	DASATINIB	EFM192B	27.4439183359	0
VINBLASTINE	DASATINIB	ES2	11.1841625432	0
VINBLASTINE	DASATINIB	HCT116	-44.903572026000006	0
VINBLASTINE	DASATINIB	HT144	-39.597134453	0
VINBLASTINE	DASATINIB	HT29	-10.932780233299999	0
VINBLASTINE	DASATINIB	KPL1	5.3068490882	0
VINBLASTINE	DASATINIB	LNCAP	-32.6903066777	0
VINBLASTINE	DASATINIB	LOVO	42.1842399914	0
VINBLASTINE	DASATINIB	MDAMB436	-3.3498195251999996	0
VINBLASTINE	DASATINIB	MSTO	93.4325531684	0
VINBLASTINE	DASATINIB	NCIH1650	33.5540204823	0
VINBLASTINE	DASATINIB	NCIH2122	-99.66705551	0
VINBLASTINE	DASATINIB	NCIH23	-6.9217673383000005	0
VINBLASTINE	DASATINIB	NCIH460	10.6944603374	0
VINBLASTINE	DASATINIB	NCIH520	39.4131098145	0
VINBLASTINE	DASATINIB	OCUBM	1.1115914147	0
VINBLASTINE	DASATINIB	OV90	-0.4342535419	0
VINBLASTINE	DASATINIB	OVCAR3	49.17768854649999	0
VINBLASTINE	DASATINIB	PA1	7.6577986857	0
VINBLASTINE	DASATINIB	RKO	-4.5582724523	0
VINBLASTINE	DASATINIB	RPMI7951	8.2220840084	0
VINBLASTINE	DASATINIB	SKMEL30	-34.9381396035	0
VINBLASTINE	DASATINIB	SKMES1	-9.6580911459	0
VINBLASTINE	DASATINIB	SKOV3	9.2621390205	0
VINBLASTINE	DASATINIB	SW620	22.3784036179	0
VINBLASTINE	DASATINIB	SW837	20.638834436	0
VINBLASTINE	DASATINIB	T47D	-40.1061608544	0
VINBLASTINE	DASATINIB	UACC62	0.44270825770000005	0
VINBLASTINE	DASATINIB	UWB1289BRCA1	5.6375848341	0
VINBLASTINE	DASATINIB	UWB1289	-12.622152989100002	0
VINBLASTINE	DASATINIB	VCAP	10.6724936747	0
VINBLASTINE	DASATINIB	ZR751	-49.8862945393	0
VINBLASTINE	DINACICLIB	A2058	-17.082453336700002	0
VINBLASTINE	DINACICLIB	A2780	-20.2131935832	0
VINBLASTINE	DINACICLIB	A375	-3.7906687175	0
VINBLASTINE	DINACICLIB	A427	-16.6287541081	0
VINBLASTINE	DINACICLIB	CAOV3	-32.230155802199995	0
VINBLASTINE	DINACICLIB	COLO320DM	0.7307812323999999	0
VINBLASTINE	DINACICLIB	DLD1	-6.8900845273	0
VINBLASTINE	DINACICLIB	EFM192B	-8.2671840843	0
VINBLASTINE	DINACICLIB	ES2	11.8012607027	0
VINBLASTINE	DINACICLIB	HCT116	-27.3201518158	0
VINBLASTINE	DINACICLIB	HT144	-13.6417452326	0
VINBLASTINE	DINACICLIB	HT29	-23.8089141554	0
VINBLASTINE	DINACICLIB	KPL1	0.24297316559999999	0
VINBLASTINE	DINACICLIB	LNCAP	5.4849013737	0
VINBLASTINE	DINACICLIB	LOVO	-20.2928382368	0
VINBLASTINE	DINACICLIB	MDAMB436	-21.7441588923	0
VINBLASTINE	DINACICLIB	MSTO	-13.028532038900002	0
VINBLASTINE	DINACICLIB	NCIH1650	-21.2003922138	0
VINBLASTINE	DINACICLIB	NCIH2122	-37.8460620239	0
VINBLASTINE	DINACICLIB	NCIH23	-31.1945803055	0
VINBLASTINE	DINACICLIB	NCIH460	-15.3281559651	0
VINBLASTINE	DINACICLIB	NCIH520	-31.630866126199997	0
VINBLASTINE	DINACICLIB	OCUBM	-8.4709046411	0
VINBLASTINE	DINACICLIB	OV90	-26.2596481359	0
VINBLASTINE	DINACICLIB	OVCAR3	-18.555670373599998	0
VINBLASTINE	DINACICLIB	PA1	-26.7854109855	0
VINBLASTINE	DINACICLIB	RKO	-0.017717893999999998	0
VINBLASTINE	DINACICLIB	RPMI7951	-11.1290764863	0
VINBLASTINE	DINACICLIB	SKMEL30	-9.5875671241	0
VINBLASTINE	DINACICLIB	SKMES1	-27.530059177	0
VINBLASTINE	DINACICLIB	SKOV3	-21.1241976211	0
VINBLASTINE	DINACICLIB	SW620	12.692248703699999	0
VINBLASTINE	DINACICLIB	SW837	-19.218348248599998	0
VINBLASTINE	DINACICLIB	T47D	-59.9746565723	0
VINBLASTINE	DINACICLIB	UACC62	-2.4717979045	0
VINBLASTINE	DINACICLIB	UWB1289BRCA1	-4.776107911	0
VINBLASTINE	DINACICLIB	UWB1289	-34.844775108600004	0
VINBLASTINE	DINACICLIB	VCAP	-16.980161010499998	0
VINBLASTINE	DINACICLIB	ZR751	-30.9016393598	0
VINBLASTINE	ERLOTINIB	A2058	85.5793936509	3
VINBLASTINE	ERLOTINIB	A2780	9.9266491941	3
VINBLASTINE	ERLOTINIB	A375	45.2215770262	3
VINBLASTINE	ERLOTINIB	A427	26.870591825300004	3
VINBLASTINE	ERLOTINIB	CAOV3	23.2471540483	3
VINBLASTINE	ERLOTINIB	COLO320DM	15.1916955246	3
VINBLASTINE	ERLOTINIB	DLD1	25.716543130500003	3
VINBLASTINE	ERLOTINIB	EFM192B	44.585477079200004	3
VINBLASTINE	ERLOTINIB	ES2	58.7950499724	3
VINBLASTINE	ERLOTINIB	HCT116	71.50881052359999	3
VINBLASTINE	ERLOTINIB	HT144	33.6988324652	3
VINBLASTINE	ERLOTINIB	HT29	49.6884753788	3
VINBLASTINE	ERLOTINIB	KPL1	44.654690264799996	3
VINBLASTINE	ERLOTINIB	LNCAP	17.048325219200002	3
VINBLASTINE	ERLOTINIB	LOVO	42.357971798099996	3
VINBLASTINE	ERLOTINIB	MDAMB436	15.691973532899999	3
VINBLASTINE	ERLOTINIB	MSTO	19.1879074141	3
VINBLASTINE	ERLOTINIB	NCIH1650	9.6103717454	3
VINBLASTINE	ERLOTINIB	NCIH2122	39.339756163000004	3
VINBLASTINE	ERLOTINIB	NCIH23	14.0236434069	3
VINBLASTINE	ERLOTINIB	NCIH460	55.5465775259	3
VINBLASTINE	ERLOTINIB	NCIH520	39.9434616124	3
VINBLASTINE	ERLOTINIB	OCUBM	83.1951994329	3
VINBLASTINE	ERLOTINIB	OV90	19.7059817627	3
VINBLASTINE	ERLOTINIB	OVCAR3	16.383517454	3
VINBLASTINE	ERLOTINIB	PA1	10.7037004275	3
VINBLASTINE	ERLOTINIB	RKO	64.8523046472	3
VINBLASTINE	ERLOTINIB	RPMI7951	19.3946592486	3
VINBLASTINE	ERLOTINIB	SKMEL30	43.333103646800005	3
VINBLASTINE	ERLOTINIB	SKMES1	28.6247054319	3
VINBLASTINE	ERLOTINIB	SKOV3	41.011108003400004	3
VINBLASTINE	ERLOTINIB	SW620	59.562064515500005	3
VINBLASTINE	ERLOTINIB	SW837	54.2568855245	3
VINBLASTINE	ERLOTINIB	T47D	-14.0526160556	3
VINBLASTINE	ERLOTINIB	UACC62	32.314825241	3
VINBLASTINE	ERLOTINIB	UWB1289BRCA1	29.3696439803	3
VINBLASTINE	ERLOTINIB	UWB1289	17.230429959200002	3
VINBLASTINE	ERLOTINIB	VCAP	114.6457310893	3
VINBLASTINE	ERLOTINIB	ZR751	40.4457234681	3
VINBLASTINE	GELDANAMYCIN	A2058	-12.8722948675	1
VINBLASTINE	GELDANAMYCIN	A2780	-18.2239915299	1
VINBLASTINE	GELDANAMYCIN	A375	14.629977555899998	1
VINBLASTINE	GELDANAMYCIN	A427	-12.007389265699999	1
VINBLASTINE	GELDANAMYCIN	CAOV3	-30.6596948873	1
VINBLASTINE	GELDANAMYCIN	COLO320DM	-4.552871623	1
VINBLASTINE	GELDANAMYCIN	DLD1	-16.166033709300002	1
VINBLASTINE	GELDANAMYCIN	EFM192B	-31.971699987199997	1
VINBLASTINE	GELDANAMYCIN	ES2	0.41976750479999997	1
VINBLASTINE	GELDANAMYCIN	HCT116	-16.399058051	1
VINBLASTINE	GELDANAMYCIN	HT144	-17.9242832258	1
VINBLASTINE	GELDANAMYCIN	HT29	-35.7052771348	1
VINBLASTINE	GELDANAMYCIN	KPL1	-14.9331088771	1
VINBLASTINE	GELDANAMYCIN	LNCAP	-148.2415813931	1
VINBLASTINE	GELDANAMYCIN	LOVO	-28.6243148917	1
VINBLASTINE	GELDANAMYCIN	MDAMB436	-3.673009117	1
VINBLASTINE	GELDANAMYCIN	MSTO	-57.2720532777	1
VINBLASTINE	GELDANAMYCIN	NCIH1650	-26.433181605999998	1
VINBLASTINE	GELDANAMYCIN	NCIH2122	-41.9865952563	1
VINBLASTINE	GELDANAMYCIN	NCIH23	-24.9105824636	1
VINBLASTINE	GELDANAMYCIN	NCIH460	-29.0397805145	1
VINBLASTINE	GELDANAMYCIN	NCIH520	-21.1471465895	1
VINBLASTINE	GELDANAMYCIN	OCUBM	-9.1328075497	1
VINBLASTINE	GELDANAMYCIN	OV90	-24.7268022235	1
VINBLASTINE	GELDANAMYCIN	OVCAR3	-32.525029494099996	1
VINBLASTINE	GELDANAMYCIN	PA1	-22.2626470963	1
VINBLASTINE	GELDANAMYCIN	RKO	-7.001955719500001	1
VINBLASTINE	GELDANAMYCIN	RPMI7951	-11.902529308	1
VINBLASTINE	GELDANAMYCIN	SKMEL30	-18.1560023078	1
VINBLASTINE	GELDANAMYCIN	SKMES1	-23.2749998264	1
VINBLASTINE	GELDANAMYCIN	SKOV3	-8.0656463863	1
VINBLASTINE	GELDANAMYCIN	SW620	-3.8090249469	1
VINBLASTINE	GELDANAMYCIN	SW837	-30.9137315399	1
VINBLASTINE	GELDANAMYCIN	T47D	-16.3040975002	1
VINBLASTINE	GELDANAMYCIN	UACC62	-77.8298573513	1
VINBLASTINE	GELDANAMYCIN	UWB1289BRCA1	-22.3080571421	1
VINBLASTINE	GELDANAMYCIN	UWB1289	-32.1082134831	1
VINBLASTINE	GELDANAMYCIN	VCAP	-5.9761034198	1
VINBLASTINE	GELDANAMYCIN	ZR751	-21.4185501878	1
VINBLASTINE	L778123	A2058	82.5166518427	2
VINBLASTINE	L778123	A2780	9.8558083951	2
VINBLASTINE	L778123	A375	34.228993614299995	2
VINBLASTINE	L778123	A427	46.0676658351	2
VINBLASTINE	L778123	CAOV3	18.3295196589	2
VINBLASTINE	L778123	COLO320DM	15.3603382437	2
VINBLASTINE	L778123	DLD1	26.5913645723	2
VINBLASTINE	L778123	EFM192B	31.1414269775	2
VINBLASTINE	L778123	ES2	42.756397426999996	2
VINBLASTINE	L778123	HCT116	29.9927232414	2
VINBLASTINE	L778123	HT144	28.3572738033	2
VINBLASTINE	L778123	HT29	29.8010237596	2
VINBLASTINE	L778123	KPL1	4.337353819800001	2
VINBLASTINE	L778123	LNCAP	-85.7587425364	2
VINBLASTINE	L778123	LOVO	13.0840612679	2
VINBLASTINE	L778123	MDAMB436	23.1061712123	2
VINBLASTINE	L778123	MSTO	-5.8101834688	2
VINBLASTINE	L778123	NCIH1650	30.8421843642	2
VINBLASTINE	L778123	NCIH2122	14.7360026983	2
VINBLASTINE	L778123	NCIH23	22.6053537829	2
VINBLASTINE	L778123	NCIH460	29.743407453699998	2
VINBLASTINE	L778123	NCIH520	15.5415198069	2
VINBLASTINE	L778123	OCUBM	53.3744600317	2
VINBLASTINE	L778123	OV90	37.34672381	2
VINBLASTINE	L778123	OVCAR3	15.436899237999999	2
VINBLASTINE	L778123	PA1	18.761642919	2
VINBLASTINE	L778123	RKO	42.8669936525	2
VINBLASTINE	L778123	RPMI7951	22.5746831743	2
VINBLASTINE	L778123	SKMEL30	20.9831401503	2
VINBLASTINE	L778123	SKMES1	23.1991577244	2
VINBLASTINE	L778123	SKOV3	33.7951934628	2
VINBLASTINE	L778123	SW620	54.055831301400005	2
VINBLASTINE	L778123	SW837	44.26821980850001	2
VINBLASTINE	L778123	T47D	20.398180716600002	2
VINBLASTINE	L778123	UACC62	21.2529440759	2
VINBLASTINE	L778123	UWB1289BRCA1	33.1692572628	2
VINBLASTINE	L778123	UWB1289	18.1352884082	2
VINBLASTINE	L778123	VCAP	53.1109432537	2
VINBLASTINE	L778123	ZR751	19.507417731300002	2
VINBLASTINE	LAPATINIB	A2058	28.7220464083	4
VINBLASTINE	LAPATINIB	A2780	-5.0611445386	4
VINBLASTINE	LAPATINIB	A375	22.8365859626	4
VINBLASTINE	LAPATINIB	A427	-34.8937391992	4
VINBLASTINE	LAPATINIB	CAOV3	-4.3352611719	4
VINBLASTINE	LAPATINIB	COLO320DM	6.4182056361	4
VINBLASTINE	LAPATINIB	DLD1	36.5631797135	4
VINBLASTINE	LAPATINIB	EFM192B	2.8296445535	4
VINBLASTINE	LAPATINIB	ES2	18.921389799700002	4
VINBLASTINE	LAPATINIB	HCT116	4.3813588793000005	4
VINBLASTINE	LAPATINIB	HT144	6.7241435462	4
VINBLASTINE	LAPATINIB	HT29	-10.921198739400001	4
VINBLASTINE	LAPATINIB	KPL1	3.9943252855	4
VINBLASTINE	LAPATINIB	LNCAP	-29.0511622482	4
VINBLASTINE	LAPATINIB	LOVO	33.0898567444	4
VINBLASTINE	LAPATINIB	MDAMB436	-15.4181318733	4
VINBLASTINE	LAPATINIB	MSTO	6.379169111	4
VINBLASTINE	LAPATINIB	NCIH1650	-7.8940811366	4
VINBLASTINE	LAPATINIB	NCIH2122	-24.986879070700002	4
VINBLASTINE	LAPATINIB	NCIH23	-10.5428103985	4
VINBLASTINE	LAPATINIB	NCIH460	3.9730129883	4
VINBLASTINE	LAPATINIB	NCIH520	-2.5797256954	4
VINBLASTINE	LAPATINIB	OCUBM	-3.6222440597000003	4
VINBLASTINE	LAPATINIB	OV90	-18.1823946144	4
VINBLASTINE	LAPATINIB	OVCAR3	-5.8917136261000005	4
VINBLASTINE	LAPATINIB	PA1	-3.5130206749	4
VINBLASTINE	LAPATINIB	RKO	-14.772333036700001	4
VINBLASTINE	LAPATINIB	RPMI7951	-9.6704258642	4
VINBLASTINE	LAPATINIB	SKMEL30	-10.251605046	4
VINBLASTINE	LAPATINIB	SKMES1	5.4810416497	4
VINBLASTINE	LAPATINIB	SKOV3	17.3096173156	4
VINBLASTINE	LAPATINIB	SW620	5.9663145961	4
VINBLASTINE	LAPATINIB	SW837	33.3963929712	4
VINBLASTINE	LAPATINIB	T47D	-33.9197707069	4
VINBLASTINE	LAPATINIB	UACC62	-0.7677466240999999	4
VINBLASTINE	LAPATINIB	UWB1289BRCA1	8.8997973839	4
VINBLASTINE	LAPATINIB	UWB1289	-30.945605256799997	4
VINBLASTINE	LAPATINIB	VCAP	15.204861572999999	4
VINBLASTINE	LAPATINIB	ZR751	-6.0348656397000005	4
VINBLASTINE	MK-2206	A2058	2.4971286772	0
VINBLASTINE	MK-2206	A2780	9.761477126	0
VINBLASTINE	MK-2206	A375	20.5018631896	0
VINBLASTINE	MK-2206	A427	-31.094472079699997	0
VINBLASTINE	MK-2206	CAOV3	-1.9332843915	0
VINBLASTINE	MK-2206	COLO320DM	3.207680942	0
VINBLASTINE	MK-2206	DLD1	15.101266369100001	0
VINBLASTINE	MK-2206	EFM192B	-17.2373075665	0
VINBLASTINE	MK-2206	ES2	2.6163882763	0
VINBLASTINE	MK-2206	HCT116	-19.9160461988	0
VINBLASTINE	MK-2206	HT144	24.6775111165	0
VINBLASTINE	MK-2206	HT29	-4.7617218827	0
VINBLASTINE	MK-2206	KPL1	20.916636692	0
VINBLASTINE	MK-2206	LNCAP	-8.8536297256	0
VINBLASTINE	MK-2206	LOVO	10.2824051249	0
VINBLASTINE	MK-2206	MDAMB436	-13.8462105604	0
VINBLASTINE	MK-2206	MSTO	46.7656927939	0
VINBLASTINE	MK-2206	NCIH1650	6.3773025603999995	0
VINBLASTINE	MK-2206	NCIH2122	-34.7974911021	0
VINBLASTINE	MK-2206	NCIH23	-7.1847614605	0
VINBLASTINE	MK-2206	NCIH460	6.6557288558000005	0
VINBLASTINE	MK-2206	NCIH520	13.168120223099999	0
VINBLASTINE	MK-2206	OCUBM	-6.8883900079	0
VINBLASTINE	MK-2206	OV90	3.7431025249000003	0
VINBLASTINE	MK-2206	OVCAR3	-9.713491057999999	0
VINBLASTINE	MK-2206	PA1	-4.3267892413	0
VINBLASTINE	MK-2206	RKO	3.3776228862	0
VINBLASTINE	MK-2206	RPMI7951	2.4549074133	0
VINBLASTINE	MK-2206	SKMEL30	-5.9176915475	0
VINBLASTINE	MK-2206	SKMES1	1.3487355612	0
VINBLASTINE	MK-2206	SKOV3	11.3444261502	0
VINBLASTINE	MK-2206	SW620	6.217602289299999	0
VINBLASTINE	MK-2206	SW837	-7.286616995499999	0
VINBLASTINE	MK-2206	T47D	2.2971002286	0
VINBLASTINE	MK-2206	UACC62	28.9707249172	0
VINBLASTINE	MK-2206	UWB1289BRCA1	21.5628938739	0
VINBLASTINE	MK-2206	UWB1289	-16.2961022717	0
VINBLASTINE	MK-2206	VCAP	-9.6893715661	0
VINBLASTINE	MK-2206	ZR751	9.4287317053	0
VINBLASTINE	MK-4827	A2058	-13.3879235048	4
VINBLASTINE	MK-4827	A2780	-11.4013425103	4
VINBLASTINE	MK-4827	A375	-18.9638841165	4
VINBLASTINE	MK-4827	A427	-12.0634451057	4
VINBLASTINE	MK-4827	CAOV3	-33.4875677904	4
VINBLASTINE	MK-4827	COLO320DM	11.7241031901	4
VINBLASTINE	MK-4827	DLD1	-3.6750319916	4
VINBLASTINE	MK-4827	EFM192B	15.5304525168	4
VINBLASTINE	MK-4827	ES2	11.757054271700001	4
VINBLASTINE	MK-4827	HCT116	-9.1481598272	4
VINBLASTINE	MK-4827	HT144	-2.4443807647	4
VINBLASTINE	MK-4827	HT29	-10.0850742908	4
VINBLASTINE	MK-4827	KPL1	7.9273608412	4
VINBLASTINE	MK-4827	LNCAP	-46.6471946748	4
VINBLASTINE	MK-4827	LOVO	-2.8830932994	4
VINBLASTINE	MK-4827	MDAMB436	-1.8277236632	4
VINBLASTINE	MK-4827	MSTO	0.2287416407	4
VINBLASTINE	MK-4827	NCIH1650	7.7031869024	4
VINBLASTINE	MK-4827	NCIH2122	17.9384055335	4
VINBLASTINE	MK-4827	NCIH23	-26.1563480333	4
VINBLASTINE	MK-4827	NCIH460	3.1720060376	4
VINBLASTINE	MK-4827	NCIH520	-18.6602275919	4
VINBLASTINE	MK-4827	OCUBM	28.034165004899997	4
VINBLASTINE	MK-4827	OV90	-15.8209288543	4
VINBLASTINE	MK-4827	OVCAR3	-16.8730401385	4
VINBLASTINE	MK-4827	PA1	-16.3430445286	4
VINBLASTINE	MK-4827	RKO	0.44281703590000004	4
VINBLASTINE	MK-4827	RPMI7951	-5.5813268946	4
VINBLASTINE	MK-4827	SKMEL30	-3.4489131589	4
VINBLASTINE	MK-4827	SKMES1	-7.512392798	4
VINBLASTINE	MK-4827	SKOV3	21.0714424883	4
VINBLASTINE	MK-4827	SW620	30.9318448731	4
VINBLASTINE	MK-4827	SW837	-21.7180076394	4
VINBLASTINE	MK-4827	T47D	-48.76345081189999	4
VINBLASTINE	MK-4827	UACC62	-1.6253838078999998	4
VINBLASTINE	MK-4827	UWB1289BRCA1	-0.3152459991	4
VINBLASTINE	MK-4827	UWB1289	-23.394995774499996	4
VINBLASTINE	MK-4827	VCAP	16.417537322	4
VINBLASTINE	MK-4827	ZR751	-2.0660752725	4
VINBLASTINE	MK-5108	A2058	23.6953725216	2
VINBLASTINE	MK-5108	A2780	5.9546117211	2
VINBLASTINE	MK-5108	A375	5.962302455900001	2
